,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,yearincome,monthlyincome,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,datebirth,roledepartament,remotework
428,45.0,No,rarely,1038.0,unknown,20,3,Medical,1460.0,2,M,95.0,1,3, healthcare representative ,1,unknown,19863,2,yes,18,3.0,2,40.0,130212.0,10851.0,1,11.318933823529411,2,3.0,7,0,7,1978,unknown,No
429,49.0,No,rarely,1490.0,unknown,7,4,Life Sciences,1484.0,3,M,35.0,3,3, healthcare representative ,2,divorced,20948,3,unknown,14,3.0,2,40.0,125592.0,10466.0,2,29.0,3,3.0,8,0,7,1974,unknown,No
430,29.0,No,rarely,1246.0,unknown,19,3,unknown,1497.0,3,M,77.0,2,2, sales executive ,3,unknown,23757,1,unknown,14,3.0,3,40.0,77732.23346303502,6477.686121919585,2,10.0,3,3.0,10,0,4,1994,unknown,Si
431,29.0,Yes,rarely,224.0,unknown,1,4,Technical Degree,1522.0,1,M,100.0,2,1, research scientist ,1,single,7568,6,no,13,3.0,3,40.0,28344.0,2362.0,0,11.318933823529411,2,1.0,9,0,7,1994,unknown,Si
432,29.0,No,rarely,441.0,unknown,8,1,Other,1544.0,3,F,39.0,1,2, healthcare representative ,1,unknown,7288,3,no,13,3.0,3,40.0,77732.23346303502,6477.686121919585,1,9.0,3,3.0,7,0,7,1994,unknown,Si
433,40.0,No,rarely,898.0, Human Resources ,6,2,unknown,unknown,3,M,38.0,3,4, manager ,4,single,17381,1,yes,21,4.0,4,40.0,77732.23346303502,6477.686121919585,0,21.0,2,3.0,21,7,7,1983, manager  -  human resources ,Si
434,48.0,No,rarely,, Sales ,16,4,Life Sciences,unknown,3,F,96.0,3,2, sales executive ,3,divorced,13693,8,no,14,3.0,3,40.0,77268.0,6439.0,1,18.0,2,2.76,8,7,7,1975, sales executive  -  sales ,Si
435,53.0,Yes,rarely,607.0,unknown,2,5,unknown,1572.0,3,F,78.0,2,3, manufacturing director ,4,married,14618,0,unknown,16,3.0,2,40.0,77732.23346303502,6477.686121919585,1,11.318933823529411,4,3.0,33,1,9,1970,unknown,Si
436,44.0,No,rarely,1313.0,unknown,7,3,Medical,1608.0,2,F,31.0,3,5, research director ,4,unknown,3549,0,yes,14,3.15,4,40.0,77732.23346303502,6477.686121919585,1,11.318933823529411,4,2.0,22,1,10,1979,unknown,No
437,45.0,No,rarely,1015.0,unknown,5,5,unknown,1611.0,3,F,50.0,1,2, laboratory technician ,1,unknown,23447,1,unknown,14,3.0,1,40.0,69228.0,5769.0,0,10.0,3,3.0,10,1,4,1978,unknown,No
438,45.0,No,non-travel,,unknown,26,3,Marketing,1612.0,1,M,52.0,2,2, sales executive ,1,unknown,24162,1,unknown,15,3.15,1,40.0,52620.0,4385.0,1,10.0,2,2.76,10,4,5,1978,unknown,No
439,34.0,No,frequently,426.0,unknown,10,4,unknown,1615.0,3,M,42.0,4,2, manufacturing director ,4,unknown,17000,1,unknown,13,3.0,1,40.0,77732.23346303502,6477.686121919585,1,9.0,3,2.76,9,7,2,1989,unknown,Si
440,39.0,No,rarely,1387.0, Research & Development ,10,5,Medical,unknown,2,M,76.0,3,2, manufacturing director ,1,unknown,3835,2,unknown,13,3.0,4,40.0,77732.23346303502,6477.686121919585,3,11.318933823529411,3,3.0,7,7,7,1984, manufacturing director  -  research & development ,No
441,27.0,No,rarely,1302.0, Research & Development ,36,3,unknown,1619.0,3,M,66.0281045751634,2,1, laboratory technician ,1,divorced,16290,1,no,11,3.0,1,40.0,48792.0,4066.0,2,7.0,3,3.0,7,0,7,1996, laboratory technician  -  research & development ,Si
442,45.0,No,rarely,1329.0,unknown,2,2,unknown,1635.0,4,F,59.0,2,2, manufacturing director ,4,divorced,5388,1,unknown,19,3.0,1,40.0,77732.23346303502,6477.686121919585,2,10.0,3,3.0,10,3,9,1978,unknown,Si
443,44.0,No,rarely,602.0,unknown,1,5,unknown,1642.0,1,M,37.0,3,2, human resources ,4,married,10503,4,yes,11,3.0,3,40.0,77732.23346303502,6477.686121919585,0,14.0,3,3.0,10,0,2,1979,unknown,Si
444,25.0,No,rarely,772.0,unknown,2,1,Life Sciences,1653.0,4,M,77.0,4,2, manufacturing director ,3,divorced,4973,1,unknown,17,3.0,3,40.0,62472.0,5206.0,2,7.0,6,3.0,7,0,7,1998,unknown,No
445,49.0,No,rarely,809.0,unknown,1,3,unknown,unknown,3,M,36.0,3,4, manager ,3,single,22384,4,unknown,14,3.0,1,40.0,77732.23346303502,6477.686121919585,0,23.0,2,3.0,8,0,0,1974,unknown,Si
446,48.0,Yes,frequently,,unknown,7,2,unknown,1691.0,4,F,95.0,3,1, sales representative ,3,unknown,11740,2,unknown,11,3.15,3,40.0,31860.0,2655.0,2,19.0,3,3.0,9,7,7,1975,unknown,No
447,26.0,No,rarely,786.0,unknown,7,3,Medical,1693.0,4,M,76.0,3,1, laboratory technician ,4,unknown,11925,1,no,20,4.0,3,40.0,30840.0,2570.0,0,7.0,5,3.0,7,5,7,1997,unknown,Si
448,44.0,No,rarely,921.0,unknown,2,3,Life Sciences,1703.0,3,F,96.0,4,3, healthcare representative ,4,unknown,14810,1,unknown,19,3.15,2,40.0,77732.23346303502,6477.686121919585,1,11.318933823529411,2,3.0,8,6,7,1979,unknown,Si
449,36.0,No,rarely,530.0,unknown,2,4,unknown,unknown,3,F,51.0,3,2, sales representative ,4,single,7439,3,unknown,15,3.15,3,40.0,54024.0,4502.0,0,17.0,2,2.0,13,6,7,1987,unknown,Si
450,46.0,No,rarely,717.0, Research & Development ,13,4,unknown,1727.0,3,M,34.0,3,2, healthcare representative ,2,single,9697,6,no,14,3.0,4,40.0,77732.23346303502,6477.686121919585,0,19.0,3,3.0,10,0,9,1977, healthcare representative  -  research & development ,Si
451,35.0,No,rarely,1370.0,unknown,27,4,Life Sciences,1728.0,4,M,49.0,3,2, manufacturing director ,3,married,5151,2,unknown,16,3.0,2,40.0,77732.23346303502,6477.686121919585,1,17.0,3,3.0,7,0,7,1988,unknown,Si
452,30.0,No,frequently,1312.0,unknown,2,4,unknown,1745.0,4,F,78.0,2,1, research scientist ,1,unknown,26427,0,unknown,16,3.0,4,40.0,59616.0,4968.0,0,10.0,2,2.76,9,0,7,1993,unknown,No
453,30.0,No,rarely,979.0,unknown,15,2,Marketing,1754.0,3,M,94.0,2,3, sales executive ,1,unknown,3088,2,no,11,3.0,1,40.0,77732.23346303502,6477.686121919585,1,11.318933823529411,2,3.0,7,1,7,1993,unknown,Si
454,33.0,No,non-travel,1283.0,unknown,2,3,Marketing,1756.0,4,F,62.0,3,2, sales executive ,2,unknown,10697,8,no,15,3.0,4,40.0,61764.0,5147.0,0,13.0,2,2.0,11,1,7,1990,unknown,Si
455,32.0,No,rarely,953.0,unknown,5,4,unknown,1764.0,2,M,65.0,3,1, research scientist ,2,single,17674,2,no,14,3.0,2,40.0,32616.0,2718.0,0,12.0,3,3.0,7,0,7,1991,unknown,Si
456,43.0,No,rarely,244.0,unknown,2,3,Life Sciences,1778.0,2,M,97.0,3,1, human resources ,4,unknown,5033,0,no,13,3.0,2,40.0,42468.0,3539.0,0,11.318933823529411,5,3.0,9,1,8,1980,unknown,No
457,31.0,No,rarely,196.0,unknown,29,4,Marketing,unknown,1,F,91.0,2,2, sales executive ,4,unknown,13402,1,unknown,14,3.0,1,40.0,65616.0,5468.0,2,11.318933823529411,3,3.0,12,5,7,1992,unknown,Si
458,35.0,Yes,rarely,303.0,unknown,27,3,unknown,1797.0,3,M,84.0,3,2, sales executive ,4,unknown,13492,1,unknown,18,3.0,4,40.0,69756.0,5813.0,0,11.318933823529411,2,3.0,10,7,7,1988,unknown,No
459,35.0,No,non-travel,1180.0, Research & Development ,2,2,Medical,1804.0,2,M,90.0,3,2, manufacturing director ,4,divorced,24442,2,no,14,3.0,3,40.0,77732.23346303502,6477.686121919585,1,15.0,6,3.0,7,1,7,1988, manufacturing director  -  research & development ,No
460,30.0,No,rarely,1092.0,unknown,10,3,Medical,1816.0,1,F,64.0,3,3, manufacturing director ,3,single,2739,9,no,14,3.0,2,40.0,116004.0,9667.0,0,9.0,3,3.0,7,0,2,1993,unknown,No
461,46.0,Yes,rarely,261.0,unknown,19,2,Medical,1821.0,4,F,66.0,3,2, healthcare representative ,2,married,10842,4,no,22,4.0,4,40.0,77732.23346303502,6477.686121919585,1,13.0,2,4.0,9,3,7,1977,unknown,No
462,45.0,No,non-travel,589.0,unknown,2,4,unknown,unknown,3,F,67.0,3,2, sales executive ,3,married,19665,4,unknown,22,4.0,2,40.0,61848.0,5154.0,2,10.0,3,4.0,8,5,7,1978,unknown,No
463,43.0,No,frequently,1422.0,unknown,2,4,Life Sciences,1849.0,1,M,92.0,3,2, sales executive ,4,married,19246,1,unknown,20,4.0,3,40.0,68100.0,5675.0,1,7.0,5,3.0,7,7,7,1980,unknown,No
464,46.0,Yes,rarely,,unknown,10,3,Life Sciences,1869.0,3,F,64.0,3,3, sales executive ,2,unknown,14011,5,unknown,21,4.0,3,40.0,87768.0,7314.0,3,14.0,2,3.0,8,0,7,1977,unknown,Si
465,40.0,No,rarely,1137.0, Research & Development ,1,4,unknown,unknown,1,M,98.0,3,4, manager ,1,unknown,18991,2,unknown,11,3.0,1,40.0,77732.23346303502,6477.686121919585,1,22.0,3,2.76,19,11,16,1983, manager  -  research & development ,Si
466,27.0,No,rarely,511.0, Sales ,2,2,unknown,1898.0,1,F,89.0,4,2, sales executive ,3,single,26997,0,no,14,3.0,2,40.0,77732.23346303502,6477.686121919585,0,9.0,5,2.0,8,0,7,1996, sales executive  -  sales ,No
467,42.0,No,rarely,1396.0,unknown,6,3,Medical,1911.0,3,M,83.0,3,3, research director ,1,married,14842,9,no,13,3.0,2,40.0,77732.23346303502,6477.686121919585,1,18.0,3,4.0,13,5,7,1981,unknown,Si
468,26.0,No,frequently,1096.0,unknown,6,3,Other,unknown,3,M,61.0,4,1, laboratory technician ,4,married,7102,0,no,18,3.0,1,40.0,77732.23346303502,6477.686121919585,1,8.0,3,3.0,7,7,7,1997,unknown,Si
469,28.0,No,frequently,,unknown,1,2,Life Sciences,1927.0,3,M,42.0,2,2, sales executive ,4,married,19255,1,unknown,12,3.0,3,40.0,77732.23346303502,6477.686121919585,1,7.0,2,3.0,7,0,7,1995,unknown,Si
470,47.0,No,rarely,1169.0,unknown,14,4,unknown,1934.0,3,M,64.0,3,2, research scientist ,2,married,2125,8,unknown,18,3.0,3,40.0,77732.23346303502,6477.686121919585,1,11.318933823529411,4,4.0,8,1,7,1976,unknown,No
471,34.0,No,rarely,1239.0,unknown,13,4,Medical,1951.0,4,M,39.0,3,3, sales executive ,3,divorced,22914,1,no,18,3.0,3,40.0,77732.23346303502,6477.686121919585,1,9.0,2,2.0,8,1,1,1989,unknown,Si
472,26.0,No,rarely,157.0, Research & Development ,1,3,Medical,1952.0,3,M,95.0,3,1, laboratory technician ,1,single,20006,0,no,13,3.0,4,40.0,77732.23346303502,6477.686121919585,0,8.0,6,2.76,7,7,6,1997, laboratory technician  -  research & development ,Si
473,27.0,No,rarely,954.0,unknown,9,3,unknown,1965.0,4,M,44.0,3,2, sales executive ,4,unknown,5099,1,unknown,14,3.0,1,40.0,77732.23346303502,6477.686121919585,0,11.318933823529411,5,2.76,7,0,7,1996,unknown,No
474,31.0,Yes,frequently,754.0, Sales ,26,4,Marketing,1967.0,1,M,63.0,3,2, sales executive ,4,unknown,21075,1,yes,11,3.0,3,40.0,77732.23346303502,6477.686121919585,0,10.0,4,3.0,10,0,8,1992, sales executive  -  sales ,Si
475,33.0,No,frequently,1303.0,unknown,7,2,Life Sciences,unknown,4,M,66.0281045751634,3,2, healthcare representative ,3,divorced,18079,1,unknown,20,3.15,3,40.0,77732.23346303502,6477.686121919585,3,9.0,2,3.0,9,2,8,1990,unknown,Si
476,31.0,No,rarely,697.0,unknown,10,3,unknown,1979.0,3,F,40.0,3,3, research director ,3,married,26862,4,no,20,4.0,3,40.0,77732.23346303502,6477.686121919585,1,13.0,2,4.0,11,4,8,1992,unknown,Si
477,35.0,No,rarely,1395.0,unknown,9,4,Medical,2008.0,2,M,48.0,3,2, research scientist ,3,unknown,18698,1,no,19,3.0,2,40.0,61176.0,5098.0,0,10.0,5,3.0,10,0,8,1988,unknown,Si
478,33.0,No,rarely,501.0,unknown,15,2,unknown,2009.0,2,F,95.0,3,2, healthcare representative ,4,married,21653,0,yes,13,3.15,1,40.0,77732.23346303502,6477.686121919585,1,11.318933823529411,6,3.0,9,8,1,1990,unknown,Si
479,39.0,No,rarely,116.0,unknown,24,1,Life Sciences,2014.0,1,M,52.0,3,2, research scientist ,4,single,5340,7,no,13,3.15,1,40.0,77732.23346303502,6477.686121919585,0,11.318933823529411,2,3.0,7,1,7,1984,unknown,No
480,36.0,No,rarely,557.0,unknown,46,3,unknown,unknown,4,F,94.0,2,3, sales executive ,4,married,12695,0,no,19,3.0,3,40.0,77732.23346303502,6477.686121919585,2,10.0,2,3.0,9,3,4,1987,unknown,Si
481,41.0,No,rarely,582.0,unknown,28,4,Life Sciences,2034.0,1,F,60.0,2,4, manufacturing director ,2,married,5640,0,no,23,3.15,3,40.0,162840.0,13570.0,1,21.0,3,3.0,20,0,10,1982,unknown,Si
482,34.0,No,rarely,704.0, Sales ,28,3,Marketing,2035.0,4,F,95.0,2,2, sales executive ,3,married,8978,1,no,21,4.0,4,40.0,80544.0,6712.0,2,8.0,2,3.0,8,1,7,1989, sales executive  -  sales ,No
483,38.0,No,rarely,,unknown,10,2,unknown,unknown,1,F,100.0,3,2, sales executive ,4,married,5982,1,no,11,3.0,3,40.0,77732.23346303502,6477.686121919585,1,10.0,1,3.0,10,1,9,1985,unknown,Si
484,39.0,No,rarely,613.0,unknown,6,1,unknown,2062.0,4,M,42.0,2,3, healthcare representative ,1,unknown,21457,4,unknown,15,3.0,1,40.0,119892.0,9991.0,1,11.318933823529411,5,3.0,7,1,7,1984,unknown,Si
485,34.0,No,rarely,419.0,unknown,7,4,unknown,28.0,1,F,53.0,3,3, research director ,2,single,21293,0,no,11,3.15,3,40.0,77732.23346303502,6477.686121919585,0,11.318933823529411,4,3.0,12,2,11,1989,unknown,No
486,44.0,No,rarely,477.0,unknown,7,4,Medical,unknown,1,F,42.0,2,3, healthcare representative ,4,married,2094,3,unknown,14,3.15,4,40.0,122976.0,10248.0,1,24.0,4,3.0,22,5,17,1979,unknown,Si
487,46.0,No,rarely,1211.0,unknown,5,4,unknown,62.0,1,M,98.0,3,2, sales executive ,4,single,20445,4,unknown,21,3.15,3,40.0,77732.23346303502,6477.686121919585,0,14.0,4,3.0,9,0,8,1977,unknown,Si
488,41.0,No,frequently,857.0, Research & Development ,10,3,Life Sciences,199.0,4,M,91.0,2,4, manager ,1,divorced,12888,4,unknown,13,3.0,2,40.0,77732.23346303502,6477.686121919585,1,11.318933823529411,2,2.0,7,7,7,1982, manager  -  research & development ,No
489,39.0,No,rarely,505.0, Research & Development ,2,4,unknown,343.0,3,F,64.0,3,3, healthcare representative ,3,single,6420,0,no,25,4.0,4,40.0,131256.0,10938.0,0,20.0,1,3.0,19,11,8,1984, healthcare representative  -  research & development ,No
490,42.0,No,rarely,269.0,unknown,2,3,Medical,351.0,4,F,56.0,2,1, laboratory technician ,1,divorced,8007,0,yes,11,3.0,3,40.0,31116.0,2593.0,1,10.0,4,3.0,9,7,8,1981,unknown,Si
491,33.0,No,frequently,553.0, Research & Development ,5,4,unknown,428.0,4,F,74.0,3,3, manager ,2,married,23364,6,unknown,11,3.15,2,40.0,142536.0,11878.0,2,12.0,2,3.0,10,8,8,1990, manager  -  research & development ,Si
492,35.0,No,rarely,1296.0,unknown,5,4,Technical Degree,464.0,3,M,62.0,3,3, manufacturing director ,2,single,18264,0,no,13,3.0,4,40.0,97140.0,8095.0,0,17.0,5,3.0,16,0,13,1988,unknown,Si
493,33.0,Yes,rarely,1277.0,unknown,15,1,Medical,unknown,2,M,56.0,3,3, manager ,3,married,24619,7,unknown,12,3.0,4,40.0,77732.23346303502,6477.686121919585,0,15.0,2,4.0,7,7,7,1990,unknown,Si
494,40.0,No,rarely,302.0,unknown,6,3,Life Sciences,unknown,2,F,75.0,3,4, manufacturing director ,3,single,20364,7,no,15,3.0,3,40.0,77732.23346303502,6477.686121919585,0,22.0,3,3.0,20,5,13,1983,unknown,No
495,41.0,No,rarely,427.0,unknown,10,4,Human Resources,731.0,2,M,73.0,2,5, manager ,4,divorced,8861,3,no,15,3.0,2,40.0,77732.23346303502,6477.686121919585,3,23.0,2,2.0,21,12,6,1982,unknown,No
496,27.0,No,rarely,975.0,unknown,7,3,unknown,764.0,4,F,55.0,2,2, healthcare representative ,1,unknown,23398,8,no,19,3.0,1,40.0,77732.23346303502,6477.686121919585,0,11.318933823529411,2,1.0,7,0,7,1996,unknown,No
497,52.0,No,rarely,621.0,unknown,3,4,Marketing,unknown,3,M,31.0,2,4, manager ,1,unknown,10084,1,unknown,11,3.0,1,40.0,202272.0,16856.0,0,11.318933823529411,3,4.0,34,1,16,1971,unknown,Si
498,51.0,No,rarely,1318.0,unknown,26,4,Marketing,851.0,1,F,66.0,3,4, manager ,3,married,5594,2,no,14,3.0,3,40.0,77732.23346303502,6477.686121919585,1,11.318933823529411,2,2.0,20,4,17,1972,unknown,No
499,47.0,No,rarely,249.0,unknown,2,2,Marketing,903.0,3,F,35.0,3,2, sales executive ,4,unknown,17783,0,unknown,22,4.0,1,40.0,54444.0,4537.0,1,8.0,2,3.0,7,7,7,1976,unknown,Si
500,50.0,No,non-travel,881.0, Research & Development ,2,4,unknown,905.0,1,M,98.0,3,4, manager ,1,divorced,4544,1,unknown,11,3.0,4,40.0,215088.0,17924.0,1,31.0,3,3.0,31,14,7,1973, manager  -  research & development ,No
501,35.0,No,rarely,1137.0, Research & Development ,21,1,Life Sciences,942.0,4,F,51.0,3,2, healthcare representative ,4,married,19170,1,unknown,25,4.0,4,40.0,48168.0,4014.0,1,10.0,2,1.0,10,0,7,1988, healthcare representative  -  research & development ,Si
502,39.0,No,rarely,466.0,unknown,1,1,unknown,1026.0,4,F,65.0,2,4, manufacturing director ,4,married,7060,1,no,16,3.0,3,40.0,152904.0,12742.0,1,11.318933823529411,3,3.0,21,11,8,1984,unknown,Si
503,39.0,No,frequently,945.0,unknown,22,3,Medical,unknown,4,F,82.0,3,3, manufacturing director ,1,single,5083,1,unknown,13,3.0,3,40.0,77732.23346303502,6477.686121919585,0,11.318933823529411,2,3.0,21,2,8,1984,unknown,No
504,41.0,No,rarely,509.0,unknown,7,2,unknown,1085.0,2,F,43.0,4,1, research scientist ,3,unknown,18863,1,no,13,3.0,3,40.0,40512.0,3376.0,0,11.318933823529411,3,3.0,10,0,8,1982,unknown,No
505,44.0,Yes,rarely,1376.0, Human Resources ,1,2,Medical,unknown,2,M,91.0,2,3, human resources ,1,married,2326,9,no,14,3.15,4,40.0,125784.0,10482.0,1,24.0,1,3.0,20,3,6,1979, human resources  -  human resources ,Si
506,42.0,No,rarely,469.0,unknown,2,2,Medical,1109.0,4,M,35.0,3,4, manager ,1,unknown,14399,0,no,17,3.0,4,40.0,77732.23346303502,6477.686121919585,1,23.0,3,3.0,22,13,7,1981,unknown,No
507,52.0,No,rarely,994.0,unknown,7,4,Life Sciences,1118.0,2,M,87.0,3,3, healthcare representative ,2,single,15322,7,unknown,19,3.0,4,40.0,77732.23346303502,6477.686121919585,0,18.0,4,2.76,8,4,0,1971,unknown,Si
508,38.0,No,rarely,433.0,unknown,1,3,unknown,1152.0,3,M,37.0,4,1, human resources ,3,unknown,6004,1,no,13,3.0,4,40.0,77732.23346303502,6477.686121919585,1,7.0,2,4.0,7,5,0,1985,unknown,Si
509,46.0,No,rarely,991.0, Human Resources ,1,2,Life Sciences,unknown,4,F,44.0,3,1, human resources ,1,unknown,22957,6,unknown,12,3.0,3,40.0,77732.23346303502,6477.686121919585,0,10.0,3,4.0,7,5,7,1977, human resources  -  human resources ,Si
510,35.0,No,rarely,482.0,unknown,4,4,Life Sciences,1350.0,3,M,87.0,3,2, research scientist ,3,single,2690,1,unknown,11,3.0,2,40.0,50988.0,4249.0,0,11.318933823529411,3,3.0,9,1,1,1988,unknown,No
511,28.0,No,rarely,1083.0, Research & Development ,29,1,Life Sciences,1514.0,3,M,96.0,1,2, manufacturing director ,2,married,3173,1,unknown,14,3.15,2,40.0,78588.0,6549.0,2,8.0,2,2.0,8,1,7,1995, manufacturing director  -  research & development ,Si
512,44.0,No,rarely,136.0,unknown,28,3,Life Sciences,1523.0,4,M,32.0,3,4, research director ,1,married,22074,3,no,13,3.0,3,40.0,77732.23346303502,6477.686121919585,1,11.318933823529411,1,4.0,20,14,17,1979,unknown,Si
513,50.0,No,rarely,333.0,unknown,22,5,unknown,1539.0,3,M,88.0,1,4, research director ,4,unknown,24450,1,unknown,13,3.0,4,40.0,172932.0,14411.0,0,11.318933823529411,2,3.0,32,13,9,1973,unknown,No
514,55.0,No,rarely,685.0,unknown,23,5,Marketing,unknown,3,M,60.0,2,5, manager ,4,unknown,23037,1,no,21,4.0,3,40.0,235032.0,19586.0,1,36.0,3,3.0,36,2,13,1968,unknown,Si
515,39.0,No,rarely,1462.0, Sales ,6,3,unknown,1588.0,4,M,38.0,4,3, sales executive ,3,married,4658,2,no,11,3.0,1,40.0,98844.0,8237.0,1,11.0,3,3.0,7,7,6,1984, sales executive  -  sales ,Si
516,49.0,No,rarely,722.0, Research & Development ,13,4,unknown,1617.0,1,F,84.0,3,1, laboratory technician ,1,unknown,22102,1,unknown,14,3.0,4,40.0,38532.0,3211.0,1,10.0,3,2.0,9,1,4,1974, laboratory technician  -  research & development ,Si
517,45.0,No,rarely,,unknown,28,2,Technical Degree,1719.0,4,F,48.0,2,4, research director ,2,single,17119,1,unknown,11,3.15,3,40.0,200448.0,16704.0,0,21.0,2,3.0,21,8,6,1978,unknown,No
518,46.0,No,rarely,1277.0,unknown,2,3,unknown,unknown,3,M,74.0,3,3, sales executive ,4,unknown,5596,4,unknown,12,3.0,2,40.0,77732.23346303502,6477.686121919585,1,11.318933823529411,5,2.0,10,0,3,1977,unknown,No
519,27.0,No,rarely,1131.0,unknown,15,3,unknown,1870.0,4,F,77.0,2,1, research scientist ,1,married,23844,0,no,19,3.0,4,40.0,57288.0,4774.0,1,11.318933823529411,2,2.76,7,7,3,1996,unknown,No
520,42.0,No,rarely,300.0,unknown,2,3,unknown,2031.0,1,M,56.0,3,5, manager ,3,married,17312,5,unknown,11,3.0,1,40.0,77732.23346303502,6477.686121919585,0,24.0,2,2.0,22,4,14,1981,unknown,Si
521,49.0,No,rarely,1023.0, Sales ,2,3,unknown,2065.0,4,M,63.0,2,2, sales executive ,2,married,13243,2,unknown,14,3.0,4,40.0,77732.23346303502,6477.686121919585,0,17.0,3,2.0,9,0,8,1974, sales executive  -  sales ,Si
522,29.0,No,rarely,153.0,unknown,15,2,Life Sciences,15.0,4,F,49.0,2,2, laboratory technician ,3,single,12682,0,yes,12,3.0,4,40.0,77732.23346303502,6477.686121919585,0,10.0,3,3.0,9,0,8,1994,unknown,Si
523,34.0,No,non-travel,1065.0,unknown,12,4,Marketing,60.0,1,M,72.0,3,2, sales executive ,3,unknown,10034,0,no,20,4.0,3,40.0,54816.0,4568.0,0,11.318933823529411,2,3.0,9,8,7,1989,unknown,No
524,37.0,No,rarely,1115.0,unknown,1,4,unknown,unknown,1,M,51.0,2,2, manufacturing director ,3,divorced,2689,1,no,18,3.0,3,40.0,71916.0,5993.0,1,11.318933823529411,2,2.76,7,0,7,1986,unknown,No
525,36.0,No,rarely,1195.0,unknown,11,3,unknown,85.0,2,M,95.0,2,2, manufacturing director ,2,single,22656,1,no,13,3.0,3,40.0,77988.0,6499.0,0,6.0,3,3.0,6,0,3,1987,unknown,Si
526,45.0,No,rarely,1316.0,unknown,29,3,unknown,unknown,3,M,83.0,3,1, research scientist ,4,single,9752,5,unknown,13,3.0,2,40.0,41424.0,3452.0,0,9.0,2,2.0,6,0,3,1978,unknown,Si
527,29.0,No,rarely,665.0,unknown,15,3,unknown,346.0,3,M,60.0,3,1, research scientist ,4,unknown,22673,1,no,19,3.0,1,40.0,77732.23346303502,6477.686121919585,0,6.0,1,3.0,6,1,5,1994,unknown,No
528,26.0,No,rarely,1479.0,unknown,1,3,unknown,384.0,3,F,84.0,3,2, manufacturing director ,2,unknown,26767,1,no,20,4.0,1,40.0,76764.0,6397.0,1,6.0,6,1.0,6,1,4,1997,unknown,No
529,28.0,No,rarely,304.0,unknown,9,4,Life Sciences,498.0,2,M,92.0,3,2, sales executive ,4,single,20750,1,no,16,3.0,4,40.0,77732.23346303502,6477.686121919585,0,11.318933823529411,1,3.0,7,0,7,1995,unknown,Si
530,42.0,No,frequently,1368.0,unknown,30,4,Technical Degree,551.0,4,F,66.0281045751634,2,2, healthcare representative ,4,married,4386,0,no,11,3.0,4,40.0,77732.23346303502,6477.686121919585,3,7.0,4,4.0,6,0,4,1981,unknown,Si
531,31.0,No,rarely,828.0, Sales ,2,1,Life Sciences,604.0,2,M,77.0,3,2, sales executive ,4,unknown,8346,4,yes,13,3.0,3,40.0,77732.23346303502,6477.686121919585,0,10.0,2,4.0,6,0,5,1992, sales executive  -  sales ,Si
532,37.0,No,rarely,799.0,unknown,47,3,unknown,unknown,4,F,59.0,3,3, manufacturing director ,4,single,23848,4,unknown,17,3.0,4,40.0,77732.23346303502,6477.686121919585,0,11.318933823529411,3,4.0,6,1,2,1986,unknown,Si
533,37.0,No,non-travel,142.0,unknown,9,4,unknown,626.0,1,M,69.0,3,3, sales executive ,2,divorced,24666,1,no,13,3.0,4,40.0,77732.23346303502,6477.686121919585,1,9.0,6,3.0,9,7,7,1986,unknown,No
534,37.0,No,rarely,446.0,unknown,1,4,Life Sciences,unknown,2,F,65.0,3,2, manufacturing director ,2,married,15701,6,unknown,12,3.0,2,40.0,77732.23346303502,6477.686121919585,1,8.0,2,2.0,6,4,3,1986,unknown,No
535,24.0,No,rarely,691.0,unknown,23,3,Medical,unknown,2,M,89.0,4,1, research scientist ,4,unknown,21630,1,unknown,11,3.0,2,40.0,32700.0,2725.0,2,11.318933823529411,3,3.0,6,1,4,1999,unknown,Si
536,50.0,No,rarely,1246.0,unknown,3,3,unknown,644.0,1,M,99.0,3,5, manager ,2,married,7999,1,no,11,3.0,3,40.0,77732.23346303502,6477.686121919585,1,11.318933823529411,2,3.0,32,10,7,1973,unknown,No
537,34.0,No,rarely,254.0,unknown,1,2,Life Sciences,649.0,2,M,83.0,2,1, research scientist ,4,unknown,22794,1,yes,13,3.0,4,40.0,43464.0,3622.0,1,6.0,3,3.0,6,1,3,1989,unknown,Si
538,27.0,No,frequently,1410.0,unknown,3,1,Medical,714.0,4,F,71.0,4,2, sales executive ,4,unknown,16673,1,unknown,20,3.15,2,40.0,77732.23346303502,6477.686121919585,2,11.318933823529411,3,3.0,6,0,4,1996,unknown,No
539,25.0,No,rarely,883.0, Sales ,42,1,unknown,781.0,4,F,32.0,3,2, sales executive ,4,single,22807,1,no,23,4.0,2,40.0,74160.0,6180.0,0,6.0,5,2.0,6,1,4,1998, sales executive  -  sales ,No
540,34.0,No,rarely,304.0, Sales ,25,3,Other,unknown,4,M,60.0,3,2, sales executive ,4,single,18686,1,no,22,4.0,3,40.0,75288.0,6274.0,0,6.0,5,3.0,6,1,4,1989, sales executive  -  sales ,Si
